sku,shape,carat,color,clarity,cut,price,url,image_url,type,lab
LD1767,Asscher,2.7,H,VS2,Excellent,2912,https://www.bluenile.com/diamond-details/1767,https://example.invalid/1767.jpg,Lab-Grown,IGI
LD1768,Asscher,2.42,F,VVS1,Excellent,4237,https://www.bluenile.com/diamond-details/1768,https://example.invalid/1768.jpg,Lab-Grown,IGI
BN1769,Asscher,3.26,H,VS1,Ideal,39367,https://www.bluenile.com/diamond-details/1769,https://example.invalid/1769.jpg,Natural,GIA
BN1770,Asscher,3.14,G,VS1,Excellent,37809,https://www.bluenile.com/diamond-details/1770,https://example.invalid/1770.jpg,Natural,GIA
BN1771,Asscher,3.25,D,VVS1,Excellent,69954,https://www.bluenile.com/diamond-details/1771,https://example.invalid/1771.jpg,Natural,GIA
BN1772,Asscher,3.11,G,VVS1,Excellent,49518,https://www.bluenile.com/diamond-details/1772,https://example.invalid/1772.jpg,Natural,GIA
LD1773,Asscher,3.0,H,VS2,Ideal,4255,https://www.bluenile.com/diamond-details/1773,https://example.invalid/1773.jpg,Lab-Grown,IGI
LD1774,Asscher,3.17,E,VS1,Ideal,7065,https://www.bluenile.com/diamond-details/1774,https://example.invalid/1774.jpg,Lab-Grown,IGI
LD1775,Asscher,3.1,G,VS2,Ideal,5232,https://www.bluenile.com/diamond-details/1775,https://example.invalid/1775.jpg,Lab-Grown,IGI
LD1776,Asscher,3.19,F,VVS1,Very Good,8072,https://www.bluenile.com/diamond-details/1776,https://example.invalid/1776.jpg,Lab-Grown,IGI
BN1777,Asscher,3.96,F,VVS1,Very Good,87739,https://www.bluenile.com/diamond-details/1777,https://example.invalid/1777.jpg,Natural,GIA
BN1778,Asscher,4.0,H,VS2,Ideal,54946,https://www.bluenile.com/diamond-details/1778,https://example.invalid/1778.jpg,Natural,GIA
BN1779,Asscher,4.06,H,VVS2,Ideal,61880,https://www.bluenile.com/diamond-details/1779,https://example.invalid/1779.jpg,Natural,GIA
BN1780,Asscher,4.12,D,VVS2,Ideal,92983,https://www.bluenile.com/diamond-details/1780,https://example.invalid/1780.jpg,Natural,GIA
LD1781,Asscher,4.16,F,VVS2,Ideal,11247,https://www.bluenile.com/diamond-details/1781,https://example.invalid/1781.jpg,Lab-Grown,IGI
LD1782,Asscher,3.94,G,VVS1,Very Good,11103,https://www.bluenile.com/diamond-details/1782,https://example.invalid/1782.jpg,Lab-Grown,IGI
LD1783,Asscher,3.9,D,VVS1,Very Good,15302,https://www.bluenile.com/diamond-details/1783,https://example.invalid/1783.jpg,Lab-Grown,IGI
LD1784,Asscher,4.04,F,VS1,Very Good,10437,https://www.bluenile.com/diamond-details/1784,https://example.invalid/1784.jpg,Lab-Grown,IGI
BN1785,Asscher,5.03,H,VVS1,Ideal,79237,https://www.bluenile.com/diamond-details/1785,https://example.invalid/1785.jpg,Natural,GIA
BN1786,Asscher,5.42,H,VS1,Very Good,80481,https://www.bluenile.com/diamond-details/1786,https://example.invalid/1786.jpg,Natural,GIA
BN1787,Asscher,5.05,D,VS2,Very Good,102193,https://www.bluenile.com/diamond-details/1787,https://example.invalid/1787.jpg,Natural,GIA
BN1788,Asscher,5.41,G,VVS2,Excellent,96775,https://www.bluenile.com/diamond-details/1788,https://example.invalid/1788.jpg,Natural,GIA
LD1789,Asscher,4.87,H,VVS1,Ideal,11092,https://www.bluenile.com/diamond-details/1789,https://example.invalid/1789.jpg,Lab-Grown,IGI
LD1790,Asscher,5.23,D,VVS2,Ideal,17887,https://www.bluenile.com/diamond-details/1790,https://example.invalid/1790.jpg,Lab-Grown,IGI
LD1791,Asscher,5.04,G,VS2,Ideal,11446,https://www.bluenile.com/diamond-details/1791,https://example.invalid/1791.jpg,Lab-Grown,IGI
LD1792,Asscher,5.12,D,VS2,Excellent,15604,https://www.bluenile.com/diamond-details/1792,https://example.invalid/1792.jpg,Lab-Grown,IGI
BN1793,Heart,0.24,G,VVS1,Excellent,420,https://www.bluenile.com/diamond-details/1793,https://example.invalid/1793.jpg,Natural,GIA
BN1794,Heart,0.27,H,VVS1,Ideal,401,https://www.bluenile.com/diamond-details/1794,https://example.invalid/1794.jpg,Natural,GIA
BN1795,Heart,0.26,D,VVS2,Excellent,557,https://www.bluenile.com/diamond-details/1795,https://example.invalid/1795.jpg,Natural,GIA
BN1796,Heart,0.27,H,VS2,Very Good,374,https://www.bluenile.com/diamond-details/1796,https://example.invalid/1796.jpg,Natural,GIA
LD1797,Heart,0.26,F,VS1,Excellent,66,https://www.bluenile.com/diamond-details/1797,https://example.invalid/1797.jpg,Lab-Grown,IGI
LD1798,Heart,0.24,H,VVS1,Excellent,61,https://www.bluenile.com/diamond-details/1798,https://example.invalid/1798.jpg,Lab-Grown,IGI
LD1799,Heart,0.26,G,VVS2,Ideal,69,https://www.bluenile.com/diamond-details/1799,https://example.invalid/1799.jpg,Lab-Grown,IGI
LD1800,Heart,0.25,H,VVS1,Excellent,65,https://www.bluenile.com/diamond-details/1800,https://example.invalid/1800.jpg,Lab-Grown,IGI
BN1801,Heart,0.5,E,VS1,Very Good,1862,https://www.bluenile.com/diamond-details/1801,https://example.invalid/1801.jpg,Natural,GIA
BN1802,Heart,0.49,H,VS1,Very Good,1357,https://www.bluenile.com/diamond-details/1802,https://example.invalid/1802.jpg,Natural,GIA
BN1803,Heart,0.52,G,VVS2,Very Good,1871,https://www.bluenile.com/diamond-details/1803,https://example.invalid/1803.jpg,Natural,GIA
BN1804,Heart,0.5,G,VS1,Ideal,1521,https://www.bluenile.com/diamond-details/1804,https://example.invalid/1804.jpg,Natural,GIA
LD1805,Heart,0.51,F,VVS2,Ideal,284,https://www.bluenile.com/diamond-details/1805,https://example.invalid/1805.jpg,Lab-Grown,IGI
LD1806,Heart,0.53,G,VVS2,Excellent,242,https://www.bluenile.com/diamond-details/1806,https://example.invalid/1806.jpg,Lab-Grown,IGI
LD1807,Heart,0.51,G,VS1,Ideal,240,https://www.bluenile.com/diamond-details/1807,https://example.invalid/1807.jpg,Lab-Grown,IGI
LD1808,Heart,0.48,F,VVS1,Excellent,300,https://www.bluenile.com/diamond-details/1808,https://example.invalid/1808.jpg,Lab-Grown,IGI
BN1809,Heart,0.76,D,VVS2,Excellent,4164,https://www.bluenile.com/diamond-details/1809,https://example.invalid/1809.jpg,Natural,GIA
BN1810,Heart,0.81,H,VVS2,Very Good,3236,https://www.bluenile.com/diamond-details/1810,https://example.invalid/1810.jpg,Natural,GIA
BN1811,Heart,0.75,D,VS2,Excellent,3465,https://www.bluenile.com/diamond-details/1811,https://example.invalid/1811.jpg,Natural,GIA
BN1812,Heart,0.78,F,VVS2,Very Good,3546,https://www.bluenile.com/diamond-details/1812,https://example.invalid/1812.jpg,Natural,GIA
LD1813,Heart,0.81,H,VS2,Excellent,391,https://www.bluenile.com/diamond-details/1813,https://example.invalid/1813.jpg,Lab-Grown,IGI
LD1814,Heart,0.8,D,VVS2,Very Good,627,https://www.bluenile.com/diamond-details/1814,https://example.invalid/1814.jpg,Lab-Grown,IGI
LD1815,Heart,0.81,D,VVS1,Excellent,710,https://www.bluenile.com/diamond-details/1815,https://example.invalid/1815.jpg,Lab-Grown,IGI
LD1816,Heart,0.8,G,VVS1,Ideal,530,https://www.bluenile.com/diamond-details/1816,https://example.invalid/1816.jpg,Lab-Grown,IGI
BN1817,Heart,1.01,E,VS1,Excellent,7267,https://www.bluenile.com/diamond-details/1817,https://example.invalid/1817.jpg,Natural,GIA
BN1818,Heart,1.01,F,VS1,Excellent,6262,https://www.bluenile.com/diamond-details/1818,https://example.invalid/1818.jpg,Natural,GIA
BN1819,Heart,0.97,G,VS2,Excellent,5046,https://www.bluenile.com/diamond-details/1819,https://example.invalid/1819.jpg,Natural,GIA
BN1820,Heart,1.05,H,VVS1,Excellent,6265,https://www.bluenile.com/diamond-details/1820,https://example.invalid/1820.jpg,Natural,GIA
LD1821,Heart,1.05,E,VS1,Very Good,1064,https://www.bluenile.com/diamond-details/1821,https://example.invalid/1821.jpg,Lab-Grown,IGI
LD1822,Heart,1.03,F,VS2,Excellent,969,https://www.bluenile.com/diamond-details/1822,https://example.invalid/1822.jpg,Lab-Grown,IGI
LD1823,Heart,1.01,F,VS1,Excellent,1026,https://www.bluenile.com/diamond-details/1823,https://example.invalid/1823.jpg,Lab-Grown,IGI
LD1824,Heart,1.01,F,VS2,Excellent,955,https://www.bluenile.com/diamond-details/1824,https://example.invalid/1824.jpg,Lab-Grown,IGI
BN1825,Heart,1.33,F,VS1,Ideal,9455,https://www.bluenile.com/diamond-details/1825,https://example.invalid/1825.jpg,Natural,GIA
BN1826,Heart,1.22,H,VS2,Excellent,5549,https://www.bluenile.com/diamond-details/1826,https://example.invalid/1826.jpg,Natural,GIA
BN1827,Heart,1.28,D,VVS2,Ideal,10345,https://www.bluenile.com/diamond-details/1827,https://example.invalid/1827.jpg,Natural,GIA
BN1828,Heart,1.3,E,VVS1,Very Good,10491,https://www.bluenile.com/diamond-details/1828,https://example.invalid/1828.jpg,Natural,GIA
LD1829,Heart,1.36,H,VS2,Ideal,867,https://www.bluenile.com/diamond-details/1829,https://example.invalid/1829.jpg,Lab-Grown,IGI
LD1830,Heart,1.22,E,VVS2,Ideal,1489,https://www.bluenile.com/diamond-details/1830,https://example.invalid/1830.jpg,Lab-Grown,IGI
LD1831,Heart,1.36,H,VS1,Very Good,991,https://www.bluenile.com/diamond-details/1831,https://example.invalid/1831.jpg,Lab-Grown,IGI
LD1832,Heart,1.25,H,VS2,Very Good,829,https://www.bluenile.com/diamond-details/1832,https://example.invalid/1832.jpg,Lab-Grown,IGI
BN1833,Heart,1.45,H,VVS2,Very Good,10191,https://www.bluenile.com/diamond-details/1833,https://example.invalid/1833.jpg,Natural,GIA
BN1834,Heart,1.63,F,VS2,Ideal,12391,https://www.bluenile.com/diamond-details/1834,https://example.invalid/1834.jpg,Natural,GIA
BN1835,Heart,1.52,H,VVS1,Very Good,10927,https://www.bluenile.com/diamond-details/1835,https://example.invalid/1835.jpg,Natural,GIA
BN1836,Heart,1.6,H,VVS2,Ideal,11780,https://www.bluenile.com/diamond-details/1836,https://example.invalid/1836.jpg,Natural,GIA
LD1837,Heart,1.45,G,VS1,Excellent,1534,https://www.bluenile.com/diamond-details/1837,https://example.invalid/1837.jpg,Lab-Grown,IGI
LD1838,Heart,1.61,H,VVS1,Excellent,1723,https://www.bluenile.com/diamond-details/1838,https://example.invalid/1838.jpg,Lab-Grown,IGI
LD1839,Heart,1.48,G,VS1,Very Good,1518,https://www.bluenile.com/diamond-details/1839,https://example.invalid/1839.jpg,Lab-Grown,IGI
LD1840,Heart,1.45,H,VS2,Very Good,1257,https://www.bluenile.com/diamond-details/1840,https://example.invalid/1840.jpg,Lab-Grown,IGI
BN1841,Heart,2.13,E,VVS2,Excellent,25960,https://www.bluenile.com/diamond-details/1841,https://example.invalid/1841.jpg,Natural,GIA
BN1842,Heart,2.14,F,VS2,Excellent,22675,https://www.bluenile.com/diamond-details/1842,https://example.invalid/1842.jpg,Natural,GIA
BN1843,Heart,2.08,D,VS2,Ideal,23171,https://www.bluenile.com/diamond-details/1843,https://example.invalid/1843.jpg,Natural,GIA
BN1844,Heart,1.92,H,VVS2,Excellent,18126,https://www.bluenile.com/diamond-details/1844,https://example.invalid/1844.jpg,Natural,GIA
LD1845,Heart,1.96,F,VVS2,Very Good,3370,https://www.bluenile.com/diamond-details/1845,https://example.invalid/1845.jpg,Lab-Grown,IGI
LD1846,Heart,2.11,F,VVS1,Excellent,4343,https://www.bluenile.com/diamond-details/1846,https://example.invalid/1846.jpg,Lab-Grown,IGI
LD1847,Heart,2.04,D,VVS2,Very Good,3947,https://www.bluenile.com/diamond-details/1847,https://example.invalid/1847.jpg,Lab-Grown,IGI
LD1848,Heart,2.01,G,VVS1,Ideal,3658,https://www.bluenile.com/diamond-details/1848,https://example.invalid/1848.jpg,Lab-Grown,IGI
BN1849,Heart,2.66,G,VS1,Excellent,26612,https://www.bluenile.com/diamond-details/1849,https://example.invalid/1849.jpg,Natural,GIA
BN1850,Heart,2.58,H,VVS1,Ideal,24166,https://www.bluenile.com/diamond-details/1850,https://example.invalid/1850.jpg,Natural,GIA
BN1851,Heart,2.61,E,VVS2,Excellent,36845,https://www.bluenile.com/diamond-details/1851,https://example.invalid/1851.jpg,Natural,GIA
BN1852,Heart,2.54,G,VS1,Ideal,25230,https://www.bluenile.com/diamond-details/1852,https://example.invalid/1852.jpg,Natural,GIA
LD1853,Heart,2.44,D,VS2,Excellent,3960,https://www.bluenile.com/diamond-details/1853,https://example.invalid/1853.jpg,Lab-Grown,IGI
LD1854,Heart,2.57,D,VS2,Very Good,4701,https://www.bluenile.com/diamond-details/1854,https://example.invalid/1854.jpg,Lab-Grown,IGI
LD1855,Heart,2.55,D,VS1,Excellent,5204,https://www.bluenile.com/diamond-details/1855,https://example.invalid/1855.jpg,Lab-Grown,IGI
LD1856,Heart,2.7,F,VVS2,Ideal,4950,https://www.bluenile.com/diamond-details/1856,https://example.invalid/1856.jpg,Lab-Grown,IGI
BN1857,Heart,3.07,E,VS2,Ideal,41867,https://www.bluenile.com/diamond-details/1857,https://example.invalid/1857.jpg,Natural,GIA
BN1858,Heart,3.03,D,VS2,Very Good,47899,https://www.bluenile.com/diamond-details/1858,https://example.invalid/1858.jpg,Natural,GIA
BN1859,Heart,3.25,G,VVS1,Excellent,49288,https://www.bluenile.com/diamond-details/1859,https://example.invalid/1859.jpg,Natural,GIA
BN1860,Heart,3.15,G,VS2,Excellent,36733,https://www.bluenile.com/diamond-details/1860,https://example.invalid/1860.jpg,Natural,GIA
LD1861,Heart,2.9,G,VS1,Excellent,5393,https://www.bluenile.com/diamond-details/1861,https://example.invalid/1861.jpg,Lab-Grown,IGI
LD1862,Heart,3.22,E,VVS1,Ideal,9373,https://www.bluenile.com/diamond-details/1862,https://example.invalid/1862.jpg,Lab-Grown,IGI
LD1863,Heart,3.12,D,VVS1,Very Good,9633,https://www.bluenile.com/diamond-details/1863,https://example.invalid/1863.jpg,Lab-Grown,IGI
LD1864,Heart,3.15,E,VS2,Excellent,6646,https://www.bluenile.com/diamond-details/1864,https://example.invalid/1864.jpg,Lab-Grown,IGI
BN1865,Heart,4.27,D,VS1,Very Good,81561,https://www.bluenile.com/diamond-details/1865,https://example.invalid/1865.jpg,Natural,GIA
BN1866,Heart,4.26,D,VVS1,Very Good,95220,https://www.bluenile.com/diamond-details/1866,https://example.invalid/1866.jpg,Natural,GIA
BN1867,Heart,4.33,E,VS2,Excellent,82297,https://www.bluenile.com/diamond-details/1867,https://example.invalid/1867.jpg,Natural,GIA
BN1868,Heart,4.14,G,VVS2,Ideal,64224,https://www.bluenile.com/diamond-details/1868,https://example.invalid/1868.jpg,Natural,GIA
LD1869,Heart,3.85,D,VS2,Excellent,10231,https://www.bluenile.com/diamond-details/1869,https://example.invalid/1869.jpg,Lab-Grown,IGI
LD1870,Heart,3.92,H,VVS2,Ideal,8326,https://www.bluenile.com/diamond-details/1870,https://example.invalid/1870.jpg,Lab-Grown,IGI
LD1871,Heart,4.32,D,VS2,Excellent,13108,https://www.bluenile.com/diamond-details/1871,https://example.invalid/1871.jpg,Lab-Grown,IGI
LD1872,Heart,4.18,D,VS2,Excellent,12338,https://www.bluenile.com/diamond-details/1872,https://example.invalid/1872.jpg,Lab-Grown,IGI
BN1873,Heart,5.15,F,VVS1,Very Good,105568,https://www.bluenile.com/diamond-details/1873,https://example.invalid/1873.jpg,Natural,GIA
BN1874,Heart,5.16,E,VS2,Excellent,84654,https://www.bluenile.com/diamond-details/1874,https://example.invalid/1874.jpg,Natural,GIA
BN1875,Heart,5.33,G,VS1,Excellent,75879,https://www.bluenile.com/diamond-details/1875,https://example.invalid/1875.jpg,Natural,GIA
BN1876,Heart,5.28,G,VS2,Very Good,75586,https://www.bluenile.com/diamond-details/1876,https://example.invalid/1876.jpg,Natural,GIA
LD1877,Heart,5.15,F,VS2,Very Good,11412,https://www.bluenile.com/diamond-details/1877,https://example.invalid/1877.jpg,Lab-Grown,IGI
LD1878,Heart,5.35,D,VS2,Ideal,14766,https://www.bluenile.com/diamond-details/1878,https://example.invalid/1878.jpg,Lab-Grown,IGI
LD1879,Heart,5.0,F,VS1,Excellent,13267,https://www.bluenile.com/diamond-details/1879,https://example.invalid/1879.jpg,Lab-Grown,IGI
LD1880,Heart,5.44,E,VS2,Very Good,13077,https://www.bluenile.com/diamond-details/1880,https://example.invalid/1880.jpg,Lab-Grown,IGI
